gagnasafn,rod,lykill,dags,gildi,texti
island_finnland,mortgage_real_spread_baseline,,2003-04-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2003-05-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2003-06-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2003-07-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2003-08-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2003-09-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2003-10-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2003-11-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2003-12-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2004-01-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2004-02-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2004-03-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2004-04-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2004-05-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2004-06-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2004-07-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2004-08-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2004-09-01,3.030865,""
island_finnland,mortgage_real_spread_baseline,,2004-10-01,3.102326,""
island_finnland,mortgage_real_spread_baseline,,2004-11-01,3.039776,""
island_finnland,mortgage_real_spread_baseline,,2004-12-01,2.977845,""
island_finnland,mortgage_real_spread_baseline,,2005-01-01,2.909622,""
island_finnland,mortgage_real_spread_baseline,,2005-02-01,2.933491,""
island_finnland,mortgage_real_spread_baseline,,2005-03-01,2.956948,""
island_finnland,mortgage_real_spread_baseline,,2005-04-01,3.010268,""
island_finnland,mortgage_real_spread_baseline,,2005-05-01,3.118394,""
island_finnland,mortgage_real_spread_baseline,,2005-06-01,3.227135,""
island_finnland,mortgage_real_spread_baseline,,2005-07-01,3.217424,""
island_finnland,mortgage_real_spread_baseline,,2005-08-01,3.243707,""
island_finnland,mortgage_real_spread_baseline,,2005-09-01,3.309155,""
island_finnland,mortgage_real_spread_baseline,,2005-10-01,3.303855,""
island_finnland,mortgage_real_spread_baseline,,2005-11-01,3.104937,""
island_finnland,mortgage_real_spread_baseline,,2005-12-01,3.136171,""
island_finnland,mortgage_real_spread_baseline,,2006-01-01,3.085983,""
island_finnland,mortgage_real_spread_baseline,,2006-02-01,3.07751,""
island_finnland,mortgage_real_spread_baseline,,2006-03-01,3.038398,""
island_finnland,mortgage_real_spread_baseline,,2006-04-01,3.266538,""
island_finnland,mortgage_real_spread_baseline,,2006-05-01,3.318291,""
island_finnland,mortgage_real_spread_baseline,,2006-06-01,3.427844,""
island_finnland,mortgage_real_spread_baseline,,2006-07-01,3.381784,""
island_finnland,mortgage_real_spread_baseline,,2006-08-01,3.304611,""
island_finnland,mortgage_real_spread_baseline,,2006-09-01,3.171134,""
island_finnland,mortgage_real_spread_baseline,,2006-10-01,3.077286,""
island_finnland,mortgage_real_spread_baseline,,2006-11-01,2.924637,""
island_finnland,mortgage_real_spread_baseline,,2006-12-01,2.821751,""
island_finnland,mortgage_real_spread_baseline,,2007-01-01,2.62575,""
island_finnland,mortgage_real_spread_baseline,,2007-02-01,2.538815,""
island_finnland,mortgage_real_spread_baseline,,2007-03-01,2.491929,""
island_finnland,mortgage_real_spread_baseline,,2007-04-01,2.385346,""
island_finnland,mortgage_real_spread_baseline,,2007-05-01,2.310311,""
island_finnland,mortgage_real_spread_baseline,,2007-06-01,2.233365,""
island_finnland,mortgage_real_spread_baseline,,2007-07-01,2.322132,""
island_finnland,mortgage_real_spread_baseline,,2007-08-01,2.693824,""
island_finnland,mortgage_real_spread_baseline,,2007-09-01,2.840676,""
island_finnland,mortgage_real_spread_baseline,,2007-10-01,2.985286,""
island_finnland,mortgage_real_spread_baseline,,2007-11-01,3.422717,""
island_finnland,mortgage_real_spread_baseline,,2007-12-01,3.626694,""
island_finnland,mortgage_real_spread_baseline,,2008-01-01,3.797723,""
island_finnland,mortgage_real_spread_baseline,,2008-02-01,3.958881,""
island_finnland,mortgage_real_spread_baseline,,2008-03-01,4.040639,""
island_finnland,mortgage_real_spread_baseline,,2008-04-01,4.185748,""
island_finnland,mortgage_real_spread_baseline,,2008-05-01,4.248755,""
island_finnland,mortgage_real_spread_baseline,,2008-06-01,4.258588,""
island_finnland,mortgage_real_spread_baseline,,2008-07-01,4.030051,""
island_finnland,mortgage_real_spread_baseline,,2008-08-01,3.889582,""
island_finnland,mortgage_real_spread_baseline,,2008-09-01,3.768381,""
island_finnland,mortgage_real_spread_baseline,,2008-10-01,3.570755,""
island_finnland,mortgage_real_spread_baseline,,2008-11-01,3.602206,""
island_finnland,mortgage_real_spread_baseline,,2008-12-01,3.975306,""
island_finnland,mortgage_real_spread_baseline,,2009-01-01,4.295624,""
island_finnland,mortgage_real_spread_baseline,,2009-02-01,4.530161,""
island_finnland,mortgage_real_spread_baseline,,2009-03-01,4.639349,""
island_finnland,mortgage_real_spread_baseline,,2009-04-01,4.429087,""
island_finnland,mortgage_real_spread_baseline,,2009-05-01,4.390537,""
island_finnland,mortgage_real_spread_baseline,,2009-06-01,4.325858,""
island_finnland,mortgage_real_spread_baseline,,2009-07-01,4.41912,""
island_finnland,mortgage_real_spread_baseline,,2009-08-01,4.283332,""
island_finnland,mortgage_real_spread_baseline,,2009-09-01,4.389643,""
island_finnland,mortgage_real_spread_baseline,,2009-10-01,4.44675,""
island_finnland,mortgage_real_spread_baseline,,2009-11-01,4.900364,""
island_finnland,mortgage_real_spread_baseline,,2009-12-01,4.96495,""
island_finnland,mortgage_real_spread_baseline,,2010-01-01,4.92392,""
island_finnland,mortgage_real_spread_baseline,,2010-02-01,4.967422,""
island_finnland,mortgage_real_spread_baseline,,2010-03-01,5.061369,""
island_finnland,mortgage_real_spread_baseline,,2010-04-01,5.096236,""
island_finnland,mortgage_real_spread_baseline,,2010-05-01,5.103603,""
island_finnland,mortgage_real_spread_baseline,,2010-06-01,5.111541,""
island_finnland,mortgage_real_spread_baseline,,2010-07-01,4.990803,""
island_finnland,mortgage_real_spread_baseline,,2010-08-01,4.948564,""
island_finnland,mortgage_real_spread_baseline,,2010-09-01,4.945741,""
island_finnland,mortgage_real_spread_baseline,,2010-10-01,4.88358,""
island_finnland,mortgage_real_spread_baseline,,2010-11-01,4.955682,""
island_finnland,mortgage_real_spread_baseline,,2010-12-01,5.102335,""
island_finnland,mortgage_real_spread_baseline,,2011-01-01,5.232902,""
island_finnland,mortgage_real_spread_baseline,,2011-02-01,5.267248,""
island_finnland,mortgage_real_spread_baseline,,2011-03-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2011-04-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2011-05-01,4.599455,""
island_finnland,mortgage_real_spread_baseline,,2011-06-01,4.589671,""
island_finnland,mortgage_real_spread_baseline,,2011-07-01,4.511394,""
island_finnland,mortgage_real_spread_baseline,,2011-08-01,4.60924,""
island_finnland,mortgage_real_spread_baseline,,2011-09-01,4.619024,""
island_finnland,mortgage_real_spread_baseline,,2011-10-01,4.570101,""
island_finnland,mortgage_real_spread_baseline,,2011-11-01,4.589671,""
island_finnland,mortgage_real_spread_baseline,,2011-12-01,4.60924,""
island_finnland,mortgage_real_spread_baseline,,2012-01-01,4.756008,""
island_finnland,mortgage_real_spread_baseline,,2012-02-01,4.844069,""
island_finnland,mortgage_real_spread_baseline,,2012-03-01,4.990838,""
island_finnland,mortgage_real_spread_baseline,,2012-04-01,4.233939,""
island_finnland,mortgage_real_spread_baseline,,2012-05-01,4.276052,""
island_finnland,mortgage_real_spread_baseline,,2012-06-01,4.242719,""
island_finnland,mortgage_real_spread_baseline,,2012-07-01,4.321093,""
island_finnland,mortgage_real_spread_baseline,,2012-08-01,4.380321,""
island_finnland,mortgage_real_spread_baseline,,2012-09-01,4.283248,""
island_finnland,mortgage_real_spread_baseline,,2012-10-01,4.273451,""
island_finnland,mortgage_real_spread_baseline,,2012-11-01,4.253858,""
island_finnland,mortgage_real_spread_baseline,,2012-12-01,4.234264,""
island_finnland,mortgage_real_spread_baseline,,2013-01-01,4.1265,""
island_finnland,mortgage_real_spread_baseline,,2013-02-01,3.942719,""
island_finnland,mortgage_real_spread_baseline,,2013-03-01,3.942719,""
island_finnland,mortgage_real_spread_baseline,,2013-04-01,3.311612,""
island_finnland,mortgage_real_spread_baseline,,2013-05-01,3.341162,""
island_finnland,mortgage_real_spread_baseline,,2013-06-01,3.311612,""
island_finnland,mortgage_real_spread_baseline,,2013-07-01,3.22221,""
island_finnland,mortgage_real_spread_baseline,,2013-08-01,3.22221,""
island_finnland,mortgage_real_spread_baseline,,2013-09-01,3.261612,""
island_finnland,mortgage_real_spread_baseline,,2013-10-01,3.281312,""
island_finnland,mortgage_real_spread_baseline,,2013-11-01,3.310863,""
island_finnland,mortgage_real_spread_baseline,,2013-12-01,3.281312,""
island_finnland,mortgage_real_spread_baseline,,2014-01-01,3.301013,""
island_finnland,mortgage_real_spread_baseline,,2014-02-01,3.310863,""
island_finnland,mortgage_real_spread_baseline,,2014-03-01,3.335863,""
island_finnland,mortgage_real_spread_baseline,,2014-04-01,2.849483,""
island_finnland,mortgage_real_spread_baseline,,2014-05-01,2.859381,""
island_finnland,mortgage_real_spread_baseline,,2014-06-01,2.958362,""
island_finnland,mortgage_real_spread_baseline,,2014-07-01,2.96826,""
island_finnland,mortgage_real_spread_baseline,,2014-08-01,3.01775,""
island_finnland,mortgage_real_spread_baseline,,2014-09-01,3.126628,""
island_finnland,mortgage_real_spread_baseline,,2014-10-01,3.153193,""
island_finnland,mortgage_real_spread_baseline,,2014-11-01,3.206322,""
island_finnland,mortgage_real_spread_baseline,,2014-12-01,3.206322,""
island_finnland,mortgage_real_spread_baseline,,2015-01-01,3.575608,""
island_finnland,mortgage_real_spread_baseline,,2015-02-01,3.803263,""
island_finnland,mortgage_real_spread_baseline,,2015-03-01,3.731551,""
island_finnland,mortgage_real_spread_baseline,,2015-04-01,3.481256,""
island_finnland,mortgage_real_spread_baseline,,2015-05-01,3.451486,""
island_finnland,mortgage_real_spread_baseline,,2015-06-01,3.451486,""
island_finnland,mortgage_real_spread_baseline,,2015-07-01,3.298307,""
island_finnland,mortgage_real_spread_baseline,,2015-08-01,3.288384,""
island_finnland,mortgage_real_spread_baseline,,2015-09-01,3.338,""
island_finnland,mortgage_real_spread_baseline,,2015-10-01,3.325701,""
island_finnland,mortgage_real_spread_baseline,,2015-11-01,3.364206,""
island_finnland,mortgage_real_spread_baseline,,2015-12-01,3.37413,""
island_finnland,mortgage_real_spread_baseline,,2016-01-01,3.403899,""
island_finnland,mortgage_real_spread_baseline,,2016-02-01,3.453515,""
island_finnland,mortgage_real_spread_baseline,,2016-03-01,3.463439,""
island_finnland,mortgage_real_spread_baseline,,2016-04-01,3.469466,""
island_finnland,mortgage_real_spread_baseline,,2016-05-01,3.479386,""
island_finnland,mortgage_real_spread_baseline,,2016-06-01,3.489306,""
island_finnland,mortgage_real_spread_baseline,,2016-07-01,3.499227,""
island_finnland,mortgage_real_spread_baseline,,2016-08-01,3.499227,""
island_finnland,mortgage_real_spread_baseline,,2016-09-01,3.519067,""
island_finnland,mortgage_real_spread_baseline,,2016-10-01,3.519067,""
island_finnland,mortgage_real_spread_baseline,,2016-11-01,3.519067,""
island_finnland,mortgage_real_spread_baseline,,2016-12-01,3.528988,""
island_finnland,mortgage_real_spread_baseline,,2017-01-01,3.538908,""
island_finnland,mortgage_real_spread_baseline,,2017-02-01,3.561131,""
island_finnland,mortgage_real_spread_baseline,,2017-03-01,3.582162,""
island_finnland,mortgage_real_spread_baseline,,2017-04-01,4.275758,""
island_finnland,mortgage_real_spread_baseline,,2017-05-01,4.295468,""
island_finnland,mortgage_real_spread_baseline,,2017-06-01,4.305322,""
island_finnland,mortgage_real_spread_baseline,,2017-07-01,4.285613,""
island_finnland,mortgage_real_spread_baseline,,2017-08-01,4.305322,""
island_finnland,mortgage_real_spread_baseline,,2017-09-01,4.33363,""
island_finnland,mortgage_real_spread_baseline,,2017-10-01,4.331116,""
island_finnland,mortgage_real_spread_baseline,,2017-11-01,4.331116,""
island_finnland,mortgage_real_spread_baseline,,2017-12-01,4.350825,""
island_finnland,mortgage_real_spread_baseline,,2018-01-01,4.36068,""
island_finnland,mortgage_real_spread_baseline,,2018-02-01,4.370535,""
island_finnland,mortgage_real_spread_baseline,,2018-03-01,4.380389,""
island_finnland,mortgage_real_spread_baseline,,2018-04-01,4.484057,""
island_finnland,mortgage_real_spread_baseline,,2018-05-01,4.503752,""
island_finnland,mortgage_real_spread_baseline,,2018-06-01,4.513599,""
island_finnland,mortgage_real_spread_baseline,,2018-07-01,4.477239,""
island_finnland,mortgage_real_spread_baseline,,2018-08-01,4.477239,""
island_finnland,mortgage_real_spread_baseline,,2018-09-01,4.487086,""
island_finnland,mortgage_real_spread_baseline,,2018-10-01,4.467391,""
island_finnland,mortgage_real_spread_baseline,,2018-11-01,4.471835,""
island_finnland,mortgage_real_spread_baseline,,2018-12-01,4.450572,""
island_finnland,mortgage_real_spread_baseline,,2019-01-01,4.429613,""
island_finnland,mortgage_real_spread_baseline,,2019-02-01,4.446781,""
island_finnland,mortgage_real_spread_baseline,,2019-03-01,4.336781,""
island_finnland,mortgage_real_spread_baseline,,2019-04-01,4.174962,""
island_finnland,mortgage_real_spread_baseline,,2019-05-01,4.179269,""
island_finnland,mortgage_real_spread_baseline,,2019-06-01,3.969967,""
island_finnland,mortgage_real_spread_baseline,,2019-07-01,3.913164,""
island_finnland,mortgage_real_spread_baseline,,2019-08-01,3.921778,""
island_finnland,mortgage_real_spread_baseline,,2019-09-01,3.887196,""
island_finnland,mortgage_real_spread_baseline,,2019-10-01,3.798307,""
island_finnland,mortgage_real_spread_baseline,,2019-11-01,3.768719,""
island_finnland,mortgage_real_spread_baseline,,2019-12-01,3.768719,""
island_finnland,mortgage_real_spread_baseline,,2020-01-01,3.748994,""
island_finnland,mortgage_real_spread_baseline,,2020-02-01,3.745249,""
island_finnland,mortgage_real_spread_baseline,,2020-03-01,3.584825,""
island_finnland,mortgage_real_spread_baseline,,2020-04-01,2.45933,""
island_finnland,mortgage_real_spread_baseline,,2020-05-01,2.446703,""
island_finnland,mortgage_real_spread_baseline,,2020-06-01,2.236434,""
island_finnland,mortgage_real_spread_baseline,,2020-07-01,2.246366,""
island_finnland,mortgage_real_spread_baseline,,2020-08-01,2.256299,""
island_finnland,mortgage_real_spread_baseline,,2020-09-01,2.198386,""
island_finnland,mortgage_real_spread_baseline,,2020-10-01,2.09283,""
island_finnland,mortgage_real_spread_baseline,,2020-11-01,2.146029,""
island_finnland,mortgage_real_spread_baseline,,2020-12-01,2.136096,""
island_finnland,mortgage_real_spread_baseline,,2021-01-01,2.126164,""
island_finnland,mortgage_real_spread_baseline,,2021-02-01,2.136096,""
island_finnland,mortgage_real_spread_baseline,,2021-03-01,2.136096,""
island_finnland,mortgage_real_spread_baseline,,2021-04-01,2.922648,""
island_finnland,mortgage_real_spread_baseline,,2021-05-01,2.889314,""
island_finnland,mortgage_real_spread_baseline,,2021-06-01,2.889314,""
island_finnland,mortgage_real_spread_baseline,,2021-07-01,2.869603,""
island_finnland,mortgage_real_spread_baseline,,2021-08-01,2.889314,""
island_finnland,mortgage_real_spread_baseline,,2021-09-01,2.879458,""
island_finnland,mortgage_real_spread_baseline,,2021-10-01,2.869603,""
island_finnland,mortgage_real_spread_baseline,,2021-11-01,2.840036,""
island_finnland,mortgage_real_spread_baseline,,2021-12-01,2.570325,""
island_finnland,mortgage_real_spread_baseline,,2022-01-01,2.570325,""
island_finnland,mortgage_real_spread_baseline,,2022-02-01,2.481626,""
island_finnland,mortgage_real_spread_baseline,,2022-03-01,2.211915,""
island_finnland,mortgage_real_spread_baseline,,2022-04-01,4.929676,""
island_finnland,mortgage_real_spread_baseline,,2022-05-01,4.604238,""
island_finnland,mortgage_real_spread_baseline,,2022-06-01,4.295538,""
island_finnland,mortgage_real_spread_baseline,,2022-07-01,4.680041,""
island_finnland,mortgage_real_spread_baseline,,2022-08-01,4.529894,""
island_finnland,mortgage_real_spread_baseline,,2022-09-01,4.026239,""
island_finnland,mortgage_real_spread_baseline,,2022-10-01,4.095829,""
island_finnland,mortgage_real_spread_baseline,,2022-11-01,4.331867,""
island_finnland,mortgage_real_spread_baseline,,2022-12-01,4.287642,""
island_finnland,mortgage_real_spread_baseline,,2023-01-01,4.244367,""
island_finnland,mortgage_real_spread_baseline,,2023-02-01,3.99539,""
island_finnland,mortgage_real_spread_baseline,,2023-03-01,3.90387,""
island_finnland,mortgage_real_spread_baseline,,2023-04-01,3.690368,""
island_finnland,mortgage_real_spread_baseline,,2023-05-01,3.536952,""
island_finnland,mortgage_real_spread_baseline,,2023-06-01,3.364359,""
island_finnland,mortgage_real_spread_baseline,,2023-07-01,3.249298,""
island_finnland,mortgage_real_spread_baseline,,2023-08-01,3.153413,""
island_finnland,mortgage_real_spread_baseline,,2023-09-01,3.382796,""
island_finnland,mortgage_real_spread_baseline,,2023-10-01,3.575265,""
island_finnland,mortgage_real_spread_baseline,,2023-11-01,3.946952,""
island_finnland,mortgage_real_spread_baseline,,2023-12-01,3.824647,""
island_finnland,mortgage_real_spread_baseline,,2024-01-01,4.005841,""
island_finnland,mortgage_real_spread_baseline,,2024-02-01,3.994278,""
island_finnland,mortgage_real_spread_baseline,,2024-03-01,3.975101,""
island_finnland,mortgage_real_spread_baseline,,2024-04-01,2.016189,""
island_finnland,mortgage_real_spread_baseline,,2024-05-01,2.205078,""
island_finnland,mortgage_real_spread_baseline,,2024-06-01,2.234413,""
island_finnland,mortgage_real_spread_baseline,,2024-07-01,2.302863,""
island_finnland,mortgage_real_spread_baseline,,2024-08-01,2.547324,""
island_finnland,mortgage_real_spread_baseline,,2024-09-01,2.878892,""
island_finnland,mortgage_real_spread_baseline,,2024-10-01,3.349574,""
island_finnland,mortgage_real_spread_baseline,,2024-11-01,3.458694,""
island_finnland,mortgage_real_spread_baseline,,2024-12-01,3.623146,""
island_finnland,mortgage_real_spread_baseline,,2025-01-01,3.603589,""
island_finnland,mortgage_real_spread_baseline,,2025-02-01,3.701374,""
island_finnland,mortgage_real_spread_baseline,,2025-03-01,3.740487,""
island_finnland,mortgage_real_spread_baseline,,2025-04-01,3.582868,""
island_finnland,mortgage_real_spread_baseline,,2025-05-01,3.631946,""
island_finnland,mortgage_real_spread_baseline,,2025-06-01,3.689545,""
island_finnland,mortgage_real_spread_baseline,,2025-07-01,3.664358,""
island_finnland,mortgage_real_spread_baseline,,2025-08-01,3.654542,""
island_finnland,mortgage_real_spread_baseline,,2025-09-01,3.644726,""
island_finnland,mortgage_real_spread_baseline,,2025-10-01,3.644726,""
island_finnland,mortgage_real_spread_baseline,,2025-11-01,3.793057,""
island_finnland,mortgage_real_spread_baseline,,2025-12-01,3.699908,""
island_finnland,mortgage_real_spread_baseline,,2026-01-01,3.732504,""
island_finnland,mortgage_real_spread_baseline,,2026-02-01,3.737875,""
island_finnland,mortgage_real_spread_baseline,,2026-03-01,3.558229,""
island_finnland,mortgage_real_spread_baseline,,2026-04-01,4.18625,""
island_finnland,mortgage_real_spread_baseline,,2026-05-01,NaN,""
island_finnland,mortgage_real_spread_baseline,,2026-06-01,NaN,""
island_finnland,vaent_verdbolga_heimild,,1999-01-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,1999-02-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,1999-03-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,1999-04-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,1999-05-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,1999-06-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,1999-07-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,1999-08-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,1999-09-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,1999-10-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,1999-11-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,1999-12-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-01-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-02-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-03-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-04-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-05-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-06-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-07-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-08-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-09-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-10-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-11-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2000-12-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-01-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-02-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-03-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-04-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-05-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-06-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-07-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-08-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-09-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-10-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-11-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2001-12-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-01-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-02-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-03-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-04-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-05-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-06-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-07-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-08-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-09-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-10-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-11-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2002-12-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-01-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-02-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-03-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-04-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-05-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-06-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-07-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-08-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-09-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-10-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-11-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2003-12-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-01-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-02-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-03-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-04-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-05-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-06-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-07-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-08-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-09-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-10-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-11-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2004-12-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-01-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-02-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-03-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-04-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-05-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-06-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-07-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-08-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-09-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-10-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-11-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2005-12-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-01-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-02-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-03-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-04-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-05-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-06-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-07-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-08-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-09-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-10-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-11-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2006-12-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2007-01-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2007-02-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2007-03-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2007-04-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2007-05-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2007-06-01,NaN,"ECB SPF"
island_finnland,vaent_verdbolga_heimild,,2007-07-01,NaN,"ECB SPF"
